English,Urdu_True,Urdu_Pred
were dating,ڈیٹنگ کر رہے تھے,ڈیٹنگ کر رہے تھے
are you dating anyone,کیا آپ کسی سے مل رہے ہیں؟,کیا آپ کسی سے مل رہے ہیں؟
i want to go to korea,میں کوریا جانا چاہتا ہوں۔,میں کوریا جانا چاہتا ہوں۔
why do you permit it,آپ اس کی اجازت کیوں دیتے ہیں,آپ اس کی اجازت کیوں دیتے ہیں
where is the book,کتاب کہاں ہے,کتاب کہاں ہے؟
what could i say,میں کیا کہہ سکتا ہوں,میں کیا کہہ سکتا ہوں
a horse is an animal,گھوڑا ایک جانور ہے۔,گھوڑا ایک جانور ہے
both girls laughed,دونوں لڑکیاں ہنس پڑیں۔,دونوں لڑکیاں ہنس پڑیں
why are you so ugly,تم اتنے بدصورت کیوں ہو,تم اتنے بدصورت کیوں ہو
he had ambition,اس کی خواہش تھی,اس کے پاس خواہش تھی۔
i hope you will follow my instructions,مجھے امید ہے کہ آپ میری ہدایات پر عمل کریں گے۔,مجھے امید ہے کہ آپ میرے ہدایات پر عمل کریں گے۔
whos the pizza for,پیزا کس کے لیے ہے؟,پیزا کس کے لیے ہے۔
do you speak swedish,کیا آپ سویڈش بولتے ہیں؟,کیا آپ سویڈش بولتے ہیں؟
come early,جلدی آو,جلدی آنا
he is still alive,وہ اب بھی زندہ ہے,وہ اب بھی زندہ ہے
i can keep a secret,میں ایک راز رکھ سکتے ہیں,میں راز رکھ سکتا ہوں
welcome,خوش آمدید,خوش آمدید!
this looks good,یہ اچھا لگ رہا ہے,یہ اچھا لگتا ہے
do you like it,کیا آپ کو یہ پسند ہے,کیا آپ کو یہ پسند ہے؟
we went to the zoo,ہم چڑیا گھر گئے,ہم چڑیا گھر گئے
zain was dirty,زین گندا تھا,زین گندا تھا
i am better off alone,میں تنہا بہتر ہوں,میں اکیلا بہتر ہوں۔
see you later,بعد میں ملتے ہیں,بعد میں آپ سے ملو
thats my stuff,یہ میرا سامان ہے,یہ میری چیزیں ہیں
he was wide awake,وہ وسیع بیدار تھا,وہ وسیع جاگ رہا تھا
lets fly a kite,ایک پتنگ اڑانے دو,پتنگ اڑانے دو
zain was scary,زین خوفناک تھا,زین خوفناک تھا
i cant go alone,میں اکیلا نہیں جا سکتا,میں اکیلا نہیں جا سکتا
he asked me to,اس نے مجھ سے کہا,اس نے مجھے پر پوچھا
were all hungry,سب بھوکے تھے,سب بھوکے تھے
follow me,فالو کریں!,فالو کریں!
i am so sorry,میں بہت معذرت خواہ ہوں,مجھے بہت افسوس ہے
you are my hero,تم میرے ہیرو ہو,تم میرے ہیرو ہو
i am really hungry,میں واقعی بھوکا ہوں,میں واقعی بھوکا ہوں
i showed her my room,میں نے اسے اپنا کمرہ دکھایا,میں نے اسے اپنا کمرہ دکھایا
you can go home now,آپ اب گھر جا سکتے ہیں,آپ اب گھر جا سکتے ہیں
dont be so angry,اتنا غصہ نہ کریں,اتنا غصہ نہ کرو
we went to barcelona,ہم بارسلونا گئے,ہم بارسلونا گئے
are you an only child,کیا آپ اکلوتے بچے ہیں؟,کیا آپ اکیلے بچے ہیں
the whistle blew,سیٹی بجی۔,سیٹی اڑا گئی۔
she helped me willingly	,اس نے اپنی مرضی سے میری مدد کی۔,اس نے اپنی مرضی سے میری مدد کی
go straight ahead,سیدھے جایئے,سیدھا آگے جاؤ
i like it,مجھے یہ پسند ہے,مجھے یہ پسند آیا
ask your question,اپنا سوال پوچھیں,اپنا سوال پوچھیں
defend yourselves,اپنا دفاع کریں,اپنے آپ کی دفاع کرو
be nice to her,اس کے ساتھ اچھا ہو,اس کے ساتھ اچھا بنو
i have got no choice,میرے پاس کوئی چارہ نہیں ہے۔,میرے پاس کوئی چارہ نہیں ہے۔
he is down to earth,وہ زمین پر اتر اہے,وہ زمین کے نیچے ہے
i dont need any help,مجھے کسی مدد کی ضرورت نہیں ہے۔,مجھے کسی مدد کی ضرورت نہیں ہے
zain is panting,زین ہانپ رہا ہے,زین ہانپ رہا ہے
i bet this will work,میں شرط لگاتا ہوں کہ یہ کام کرے گا۔,میں شرط لگاتا ہوں کہ یہ کام کرے گا
zain stutters,زین stutters,زین ہکلا رہا ہے
go get it,جاو اس کو حاصل کرو,جاؤ اسے حاصل کرو
which cat is yours,کون سی بلی آپ کی ہے؟,کون سی بلی آپ کی ہے
such a foxy mind you have,آپ کے پاس ایسا لومڑی دماغ ہے۔,آپ کا ایسا فاکسی ذہن ہے
whys that important,یہ کیوں اہم ہے,یہ اہم کیوں ہے
shes assertive,وہ مضبوط,وہ ثابت کن ہے
were worried,پریشان تھے,فکر مند تھے
can you eat these,کیا آپ یہ کھا سکتے ہیں؟,کیا آپ یہ کھا سکتے ہیں
it was toms,یہ ٹومز تھا,یہ ٹومز تھا
a boat capsized,ایک کشتی الٹ گئی,ایک کشتی چڑچڑا
her face lit up,اس کا چہرہ روشن ہو گیا,اس کا چہرہ روشن ہوا
wheres zain hiding,جہاں زین چھپا,زین کہاں چھپا ہوا ہے
i am afraid of my boss,میں اپنے باس سے ڈرتا ہوں۔,میں اپنے باس سے ڈرتا ہوں۔
he will not refrain from speaking,وہ بولنے سے باز نہیں آئے گا۔,وہ بولنے سے نہیں ہٹیں گے
who should i inform,میں کس کو مطلع کروں,میں کس کو مطلع کروں
is it really you,کیا یہ واقعی آپ ہیں,کیا یہ واقعی آپ ہے
they have been busy,وہ مصروف رہے ہیں,وہ مصروف ہیں
zain has many talents,زین میں بہت سی صلاحیتیں ہیں۔,زین کی بہت سی صلاحیتیں ہیں۔
i know the area,میں علاقہ جانتا ہوں۔,میں اس علاقے کو جانتا ہوں۔
of course,بلکل.,بلکل.
don’t think about the revenge,انتقام کے بارے میں مت سوچیں,انتقام کے بارے میں مت سوچنا
how big is your house,آپ کا گھر کتنا بڑا ہے,آپ کا گھر کتنا بڑا ہے
there he is,وہ وہاں ہے,وہ وہاں ہے
zain slammed the door,زین نے دروازہ کھٹکھٹایا,زین نے دروازہ کھٹکھٹایا
i have had a lousy day,میں نے ایک گھٹیا دن گزرا ہے,میں نے ایک خراب دن گزارا ہے۔
i am afraid of tom,میں ٹام سے ڈرتا ہوں۔,میں ٹام سے ڈرتا ہوں۔
zain is very tired,زین بہت تھکا ہوا ہے,زین بہت تھکا ہوا ہے
i understood that,میں سمجھ گیا کہ,میں سمجھ گیا کہ
he likes to watch tv,وہ ٹی وی دیکھنا پسند کرتا ہے,وہ ٹی وی دیکھنا پسند کرتا ہے
here let me try,یہاں مجھے کوشش کرنے دو,یہاں مجھے کوشش کرنے دو
he will be pleased to meet you,وہ آپ سے مل کر خوش ہو گا۔,وہ آپ سے مل کر خوش ہو جائے گا
we can open the window,ہم کھڑکی کھول سکتے ہیں۔,ہم کھڑکی کھول سکتے ہیں
zain is our guide,زین ہمارا رہنما ہے,زین ہمارا گائیڈ ہے
he sleeps in the afternoon,وہ دوپہر میں سوتا ہے,وہ دوپہر کو سوتا ہے
the car hit a tree,گاڑی ایک درخت سے ٹکرا گئی۔,کار نے ایک درخت کو مارا۔
youll get lost,آپ کھو جائیں گے,تم کھو جاؤ گے
i want more money,mujhe paisa chahiye,مجھے پیسہ چاہئیے
i am sick of french,میں فرانسیسی سے بیمار ہوں۔,میں فرانسیسی سے بیمار ہوں۔
that book is mine,وہ کتاب میری ہے۔,وہ کتاب میری ہے
zain is a terrorist,زین ایک دہشت گرد ہے۔,زین ایک دہشت گرد ہے۔
wheres daddy,بابا کہاں ہیں,جہاں والد
watch your tongue,اپنی زبان کو دیکھو,اپنی زبان دیکھو
we found them here,ہم نے انہیں یہاں پایا,ہم نے انہیں یہاں پایا
i hate silent movies,مجھے خاموش فلموں سے نفرت ہے۔,مجھے خاموش فلموں سے نفرت ہے۔
zain is a politician,زین ایک سیاست دان ہے۔,زین ایک سیاستمدار ہے۔
"no, not at all",- نہیں، بالکل نہیں۔,نہیں، بالکل نہیں
i will come by car,میں گاڑی سے آؤں گا۔,میں گاڑی سے آؤں گا۔
i saw zain on tv,میں نے زین کو ٹی وی پر دیکھا,میں نے زین کو ٹی وی پر دیکھا
dont be insulted,توہین نہ کی جائے,توہین نہ کی جائے
look what i found,دیکھو میں نے کیا پایا,دیکھو میں نے کیا پایا
i have made a mistake,میں نے غلطی کی ہے۔,میں نے غلطی کی ہے۔
i just showered,میں نے ابھی غسل کیا۔,میں نے ابھی شاور کیا
i need a light coat,مجھے ہلکے کوٹ کی ضرورت ہے,مجھے ایک ہلکے کوٹ کی ضرورت ہے۔
i don’t like him,میں اسے پسند نہیں کرتا,میں اسے پسند نہیں کرتا
zain looked,زین نے دیکھا,زین نے دیکھا
zain gave up smoking,زین نے تمباکو نوشی ترک کر دی,زین نے تمباکو نوشی چھوڑ دی
you are a brave man,تم ایک بہادر آدمی ہو,تم ایک بہادر آدمی ہو
everybody hates me,ہر کوئی مجھ سے نفرت کرتا ہے۔,ہر کوئی مجھ سے نفرت کرتا ہے
they gave it to me,انہوں نے مجھے دیا,انہوں نے مجھے دیا
i have turned,میں نے رخ کیا,میں بدل گیا ہوں
i bought an old car,میں نے ایک پرانی گاڑی خریدی,میں نے ایک پرانی گاڑی خریدی۔
they want it back,وہ اسے واپس چاہتے ہیں,وہ اسے واپس چاہتے ہیں
i heard the bell ring,میں نے گھنٹی کی گھنٹی سنی,میں نے گھنٹی سنی
here is zains picture,یہاں زین کی تصویر ہے۔,یہاں زین کا تصویر ہے
zain was insincere,زین غیر سنجیدہ تھا,زین بے غیرت تھا۔
zain is very reliable,زین بہت قابل اعتماد ہے,زین بہت قابل اعتماد ہے
i dont do it anymore,میں اب نہیں کرتا,میں اب یہ نہیں کرتا
white bread please,سفید روٹی براہ مہربانی,سفید روٹی براہ مہربانی
put wet clothes in the sun,گیلے کپڑے دھوپ میں رکھیں,سورج میں گیلے کپڑے رکھو
he got off the train,وہ ٹرین سے اتر گیا,وہ ٹرین سے اتر گیا
do it while you can,جب آپ کر سکتے ہو اسے کرو,جب تک کر سکتے ہیں کریں
were going hunting,شکار پر جا رہے تھے۔,شکار کرنے جا رہے تھے
atlantis is real,اٹلانٹس حقیقی ہے,اٹلانٹس حقیقی ہیں
put on your blinker,اپنے بلنکر پر رکھو,اپنی جھپکونی پہن لو
i did all the work,میں نے تمام کام کیا,میں نے تمام کام کیا
hi everyone i am tom,ہیلو سب میں ٹام ہوں۔,ہیلو سب میں ٹام ہوں
you look incredible,آپ ناقابل یقین نظر آتے ہیں,آپ ناقابل یقین حد تک نظر آتے ہیں
do you need help,کیا آپ کو مدد چاہیے؟,کیا آپ کو مدد کی ضرورت ہے
is this normal,کیا یہ عام ہے؟,کیا یہ عام ہے؟
zain couldnt breathe,زین سانس نہیں لے سکتا تھا۔,زین سانس نہیں لے سکتا تھا۔
zain speaks french,زین فرانسیسی بولتا ہے,زین فرانسیسی بولتا ہے۔
lets celebrate,چلو جشن منائیں,جشن مناتے ہیں
i have always wanted to read that book,میں ہمیشہ اس کتاب کو پڑھنا چاہتا تھا۔,میں ہمیشہ اس کتاب کو پڑھنا چاہتا ہوں۔
i want to cry,میں رونا چاہتا ہوں,میں رونا چاہتا ہوں
i like to watch tv,میں ٹی وی دیکھنا پسند کرتا ہوں,میں ٹی وی دیکھنا پسند کرتا ہوں
kiss tom,ٹام چومو,ٹام کو بوسہ دو
we all went to the party yesterday night,ہم سب کل رات پارٹی میں گئے تھے۔,ہم سب کل رات پارٹی گئے تھے۔
i am on your side tom,میں آپ کے ساتھ ہوں ٹام,میں آپ کی طرف ہوں ٹام
just deal with it,بس اس سے نمٹیں,بس اس کے ساتھ نمٹنے
i appreciate you,میں تمہیں سراہتا ہوں,میں آپ کی تعریف کرتا ہوں۔
he agreed with me,اس نے مجھ سے اتفاق کیا,اس نے مجھ سے اتفاق کیا
zain is scared,زین خوفزدہ ہے,زین ڈرتا ہے
bears can climb trees,ریچھ درختوں پر چڑھ سکتے ہیں,ریچھ گون درختوں پر چڑھ سکتے ہیں
i knew the risks,میں خطرات جانتا تھا,میں خطرات جانتا تھا
just check it,بس اسے چیک کریں,بس اسے چیک کرو
he threw the ball,اس نے گیند پھینک دی,اس نے گیند پھینک دی
what does he expect,وہ کیا توقع کرتا ہے,وہ کیا توقع کرتا ہے
i play video games,میں ودیوگیم کھیلتا ہوں,میں ویڈیو گیمز کھیلتا ہوں۔
he talks well,وہ اچھی بات کرتا ہے,وہ اچھی بات کرتا ہے
he had a hungry look,اسے بھوک لگ رہی تھی۔,اس کی نظر بھوکی تھی
now lets celebrate,اب جشن منانے دو,اب جشن مناتے ہیں
i have money,میرے پاس پیسے ہیں,میرے پاس پیسے ہیں
